,Unnamed: 0,id,text,created_at,lang,source,name,screen_name,bio,us_created_at,followers_count,friends_count,statuses_count,favourites_count,country,country_code,locality,region,sub_region,coordinates,gender_pred,gender,text_pp,sentiment
4280,4280,1646162326242971657,Jajajaja sabe como le vomito la cara https://t.co/XDW8SwzNs3,2023-04-12T14:44:17+00:00,es,twitter,Andrés,@Andresnumbersnumbersnumbersnumbersnumbersnumbersnumbersnumbers,ig:andres_06_21,2020-04-10T02:13:07+00:00,433,317,3891,8184,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Jajajaja sabe como le vomito la cara URL,neutral
4281,4281,1646156279692378115,"Consulta, hay muchos con vomitos y diarrea en este momento en Montevideo? 
En casa empezó uno y ya son 6 que están con esos síntomas! 🤷🏻‍♂️",2023-04-12T14:20:15+00:00,es,twitter,MNo mNo mNo mNo mNo matchtchtchtchtchrio 🇺🇾,@fenixhumNo mNo mNo mNo matchtchtchtchn,"Padre de familia, de izquierda, siempre del lado del corazón!
honesto y sincero, trato de ser la mejor versión de mi mismo cada día!",2010-11-19T18:25:15+00:00,2175,2404,24788,32415,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,"Consulta, hay muchos con vomitos y diarrea en este momento en Montevideo?  En casa empezó uno y ya son NUM que están con esos síntomas!  EMOJI ‍♂️",negative
4282,4282,1646156205578960896,"@FuaOchurus No amigo que asco, me hizo vomitar dos veces eso",2023-04-12T14:19:58+00:00,es,twitter,🌶️ 🐝,@ddylNo mNo mNo mNo matchtchtchtchnmnumbersnumbersnumbersnumbers,📷: ddylanm1899,2020-08-22T14:41:16+00:00,2303,853,4194,35894,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,"No amigo que asco, me hizo vomitar dos veces eso",negative
4283,4283,1646147111765827584,"- no puede ser que la resaca me haga vomitar tanto
- La resaca 💞 https://t.co/EBApYw8bSf",2023-04-12T13:43:50+00:00,es,twitter,ℳ,@Moorenumbersnumbersnumbers_,💕 05.06👩‍👧,2023-03-11T20:24:00+00:00,51,49,558,371,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,- no puede ser que la resaca me haga vomitar tanto - La resaca  EMOJI  URL,negative
4284,4284,1646138056783589378,Y estas nauseas a que se debe?,2023-04-12T13:07:51+00:00,es,twitter,🌻,@gNo mNo mNo mNo matchtchtchtchleNo mNo mNo mNo matchtchtchtchnxx,,2016-04-15T17:37:21+00:00,107,80,6858,3162,Uruguay,UY,José Pedro Varela,Lavalleja,,"-33.45, -54.53333",2,Man,Y estas nauseas a que se debe?,negative
4285,4285,1646136407633678337,"Igual no se si es la mayoría, si sufrimos un montón y el dolor a veces es inaguantable pero si empiezan a vomitar varias veces, desmayarse o no se pueden ni mover, y ningun medicamento ayuda, vayan al ginecólogo porque ya no es normal y pueden tener algo, las tkm https://t.co/37bw8Glibc",2023-04-12T13:01:17+00:00,es,twitter,trinity | TAYBRINA numbersnumbers/numbersnumbers 🪻,@missNo mNo mNo mNo matchtchtchtchmeriknNo mNo mNo mNo matchtchtchtch,23 inside my fantasy ♡ i'm not asleep my mind is alive,2020-04-02T23:53:18+00:00,116,184,6080,14897,,,,,,,2,Man,"Igual no se si es la mayoría, si sufrimos un montón y el dolor a veces es inaguantable pero si empiezan a vomitar varias veces, desmayarse o no se pueden ni mover, y ningun medicamento ayuda, vayan al ginecólogo porque ya no es normal y pueden tener algo, las tkm URL",negative
4286,4286,1646112594384633857,Quiero vomitar,2023-04-12T11:26:40+00:00,es,twitter,vNo mNo mNo mNo mNo matchtchtchtchtchlen,@iithggktj,estado: enferma mental.,2021-09-20T04:29:59+00:00,5,17,1263,1143,,,,,,,2,Man,Quiero vomitar,negative
4287,4287,1646112532740857857,"Comer y comer hasta vomitar haciendo volúmen o tener que comer cosas que te asquean y bajarlas igual porque es así ,parte del proceso 🖕🏽🖕🏽🖕🏽",2023-04-12T11:26:25+00:00,es,twitter,BrNo mNo mNo mNo mNo matchtchtchtchtchiNo mNo mNo mNo mNo matchtchtchtchtchn Rose,@brNo mNo mNo mNo matchtchtchtchiNo mNo mNo mNo matchtchtchtchnpereirNo mNo mNo mNo matchtchtchtchnumbers,"-No soy Jesús, yo soy apóstol-
Minecraft Técnico 💕
Canelones Uruguay 🇺🇾
22 Años
Escorpio

Gun's and Roses 💟",2013-04-27T18:12:20+00:00,114,1539,6771,16865,Uruguay,UY,,Canelones,,"-34.64444, -56.28861",1,Woman,"Comer y comer hasta vomitar haciendo volúmen o tener que comer cosas que te asquean y bajarlas igual porque es así ,parte del proceso  EMOJI ",negative
4288,4288,1646106364911943680,"Anoche vomité mi cama y me tuve que ir a dormir al living, así o peor?",2023-04-12T11:01:55+00:00,es,twitter,𝑀𝒶𝓉𝒾𝓁𝒹𝑒,@mNo mNo mNo mNo matchtchtchtchtusNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtchnumbersnumbers,"Tan cáncer que duele.
🌓",2020-01-20T20:56:22+00:00,1293,269,14141,19983,Uruguay,UY,Rosario,Colonia,,"-34.31667, -57.35",1,Woman,"Anoche vomité mi cama y me tuve que ir a dormir al living, así o peor?",negative
4289,4289,1646100352083566593,"En lo que va de mañana 6:36 am… el señorito Draco ha meado unas 3 veces, hizo caca y trato de comérsela, vomito las sábanas blancas acabadas de lavar 💀",2023-04-12T10:38:01+00:00,es,twitter,vNo mNo mNo mNo mNo matchtchtchtchtchle☼,@VNo mNo mNo mNo matchtchtchtchleriNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtchisNo mNo mNo mNo matchtchtchtchbel,"For some reason I can't explain, I know Saint Peter won't call my name. Puerto Rico 🌴",2013-04-29T01:56:25+00:00,363,249,23418,4549,Uruguay,UY,Baltasar Brum,Artigas,,"-30.71294, -57.32728",1,Woman,"En lo que va de mañana NUM:NUMNUM am… el señorito Draco ha meado unas NUM veces, hizo caca y trato de comérsela, vomito las sábanas blancas acabadas de lavar  EMOJI ",negative
4290,4290,1646089434146779136,@alrighetti Diarrea...,2023-04-12T09:54:38+00:00,es,twitter,Sitting bull,@vNo mNo mNo mNo matchtchtchtchsco_ROU,"Economista,  especializado en genética humana. Formado en la Universidad Latinoamericana de Lovaina,  sede Tupambaé.",2015-08-09T13:37:30+00:00,1188,2307,81681,120781,Uruguay,UY,Maldonado,Maldonado,,"-34.9, -54.95",0,Org,Diarrea.,negative
4291,4291,1654179666796658703,"@Ethical_Values Guacala 🤮🤮está tops da náuseas claro,b l marido debe ser un pran de algún reten del país que está enchufado, da pena ajena está bichita por favor la nevera sun electricidad y todo el perolero adentro marginal si son. ..",2023-05-04T17:42:20+00:00,es,twitter,Celmernumbersnumbers,@Celmernumbersnumbersnumbers,"libertario por siempre, no importa cuantas veces cierren mi cuenta por no ser compatible con algún pensamiento ajeno a la libertad de expresión,Libertad o nada!",2020-02-26T14:42:24+00:00,59,221,2601,2585,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,"Guacala  EMOJI está tops da náuseas claro,b l marido debe ser un pran de algún reten del país que está enchufado, da pena ajena está bichita por favor la nevera sun electricidad y todo el perolero adentro marginal si son. .",negative
4292,4292,1654177002058809349,@enelarcadenoe @CianoBritos @GastonPigato Que vómito tu comentario nena.,2023-05-04T17:31:45+00:00,es,twitter,Yogurtu Mghe,@nNo mNo mNo mNo matchtchtchtchchonumbersone,,2012-02-14T16:15:03+00:00,5,34,488,102,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Que vómito tu comentario nena.,negative
4293,4293,1654174672164880386,"@TelemundoUY Menos mal que No estaba almorzando Xq me dio ansía de vomito escuchar a la Sra Cosse @CosseCarolina como todo frentista @Frente_Amplio apuntando con su dedo al otro, pero peooor, hablando de ""ETICA"" Noo es un chiste🙈🤣. Etica quien contrata por agradecer a Tabare y amiguismo🤮 https://t.co/LwzWnetClH",2023-05-04T17:22:29+00:00,es,twitter,FrNo mNo mNo mNo mNo matchtchtchtchtchnco,@opelrekordnumbersnumbers,"El que quiera conocerme,. que me busque, Q va encontrar una persona sincera",2010-03-07T22:55:35+00:00,729,2604,36749,52498,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,"Menos mal que No estaba almorzando Xq me dio ansía de vomito escuchar a la Sra Cosse atUser como todo frentista atUser apuntando con su dedo al otro, pero peooor, hablando de ""etica"" Noo es un chiste EMOJI . Etica quien contrata por agradecer a Tabare y amiguismo EMOJI  URL",negative
4294,4294,1654174147310649344,"Vomité, me duele la espalda y la cabeza, si no muero hoy no se",2023-05-04T17:20:24+00:00,es,twitter,mNo mNo mNo mNo mNo matchtchtchtchtchrquez,@gonzNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtch_mc,,2014-01-07T13:46:34+00:00,728,604,10413,26621,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,"Vomité, me duele la espalda y la cabeza, si no muero hoy no se",negative
4295,4295,1654156259929608193,"Segundo día d náuseas y vomitos, ya nos podemos ilusionar con ser tía🥺🙏🏻",2023-05-04T16:09:19+00:00,es,twitter,𝔂No mNo mNo mNo mNo matchtchtchtchtch𝓶𝓲𝓵No mNo mNo mNo mNo matchtchtchtchtch🌻,@YNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtchmifrNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtchn,"My life is brilliant My love is pure
❤💚⚽❤‍🩹🌻",2022-11-21T17:14:23+00:00,21,100,274,13,Uruguay,UY,Paysandú,Paysandú,,"-32.32139, -58.07556",1,Woman,"Segundo día d náuseas y vomitos, ya nos podemos ilusionar con ser tía EMOJI ",negative
4296,4296,1654139878257352705,"@KimJongPerezz @MalezaPerenne @gremio_iava Buena mierda sos 
Una pregunta tu madre te parió o te cagó en un día con diarrea?",2023-05-04T15:04:14+00:00,es,twitter,GNo mNo mNo mNo mNo matchtchtchtchtchbriel D. GonzNo mNo mNo mNo mNo matchtchtchtchtchlez,@G_D_GonzNo mNo mNo mNo matchtchtchtchleznumbersnumbers,"Batllista lista 15
Demócrata 
Anti FAPIT y anticomunista 
Defensor de las FF.AA.",2022-03-09T20:04:39+00:00,143,188,2788,1769,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Buena mierda sos  Una pregunta tu madre te parió o te cagó en un día con diarrea?,negative
4297,4297,1654128225654808581,"Que virus de mierda debe andar, unas ganas de vomitar 🤢",2023-05-04T14:17:55+00:00,es,twitter,J U L I 👸🏽,@juli_indNo mNo mNo mNo matchtchtchtchburu,ig : @juli_indaburu,2021-07-22T17:58:34+00:00,40,44,1784,914,Uruguay,UY,,,,"-33.0, -56.0",2,Man,"Que virus de mierda debe andar, unas ganas de vomitar  EMOJI ",negative
4298,4298,1654122219264700418,@lu_cianitaa Náuseas y demás,2023-05-04T13:54:03+00:00,es,twitter,BonoRock,@flowbonus,,2010-08-31T01:54:57+00:00,489,1772,2353,20764,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Náuseas y demás,negative
4299,4299,1654102595823099905,el 105 tiene un olor a vomito inexplicable,2023-05-04T12:36:05+00:00,es,twitter,juNo mNo mNo mNo mNo matchtchtchtchtchnpNo mNo mNo mNo mNo matchtchtchtchtchNo mNo mNo mNo mNo matchtchtchtchtch,@juNo mNo mNo mNo matchtchtchtchnpNo mNo mNo mNo matchtchtchtch_lopezznumbersnumbers,19,2020-01-07T14:49:42+00:00,58,72,1631,6740,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,el NUM tiene un olor a vomito inexplicable,negative
4300,4300,1654101122028584960,Por faaaa ya no quiero vomitar más. Que te pasa conmigoOoOoOo,2023-05-04T12:30:13+00:00,es,twitter,ɢʀᴜᴍᴘʏ,@GerLNo mNo mNo mNo matchtchtchtchcondeguynumbersnumbers,🦂 🤎,2017-07-09T22:49:05+00:00,50,63,6781,4584,Uruguay,UY,Las Piedras,Canelones,,"-34.72639, -56.22",1,Woman,Por faaaa ya no quiero vomitar más. Que te pasa conmigoOoOoOo,negative
4301,4301,1654094433929789503,@Jennestudios @xqTTs Al igual que el vómito de la misma para perfumes y cosméticos,2023-05-04T12:03:39+00:00,es,twitter,mNo mNo mNo mNo mNo matchtchtchtchtchxi,@cNo mNo mNo mNo matchtchtchtchrlosbrunnumbersnumbers,"hello,unknown",2016-08-26T15:35:26+00:00,68,161,5825,26404,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Al igual que el vómito de la misma para perfumes y cosméticos,neutral
4302,4302,1654090341262172160,@MercedesVigilUY Todo fraguado todo manoseado todo corrupto la celeste esa come más tripa que gaviota de saladero,2023-05-04T11:47:23+00:00,es,twitter,No mNo mNo mNo mNo matchtchtchtchtchnNo mNo mNo mNo mNo matchtchtchtchtchliNo mNo mNo mNo mNo matchtchtchtchtch,@No mNo mNo mNo matchtchtchtchnNo mNo mNo mNo matchtchtchtchliNo mNo mNo mNo matchtchtchtchnumbersnumbersnumbersnumbersnumbersnumbersnumbers,,2022-01-03T23:13:58+00:00,5,23,674,355,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Todo fraguado todo manoseado todo corrupto la celeste esa come más tripa que gaviota de saladero,negative
4303,4303,1653986590958526464,estaba durmiendo bien chill y me vomité estando mimida JAJAJSKA,2023-05-04T04:55:07+00:00,es,twitter,EmilciñNo mNo mNo mNo mNo matchtchtchtchtch,@MimiNo mNo mNo mNo matchtchtchtchrNo mNo mNo mNo matchtchtchtchnnnn,140503at dawn,2022-11-10T03:45:20+00:00,3,33,686,1505,Uruguay,UY,José Pedro Varela,Lavalleja,,"-33.45, -54.53333",1,Woman,estaba durmiendo bien chill y me vomité estando mimida jajajska,negative
4304,4304,1653958304207388675,Que onda estás náuseas mija 😳🤢😭,2023-05-04T03:02:43+00:00,es,twitter,KNo mNo mNo mNo mNo matchtchtchtchtchren🇺🇾,@vivirlNo mNo mNo mNo matchtchtchtchsoledNo mNo mNo mNo matchtchtchtchd,"Libre para ser feliz🌻 A la izquierda late el corazón ❤️

Peñarol 💛🖤",2011-10-06T23:41:03+00:00,1658,619,70177,8030,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Que onda estás náuseas mija  EMOJI ,negative
4305,4305,1653952731097309184,"@rodrigogiuria @_EBND Está guionado. 
Le dicen lo que tiene que decir.
Una pena, era buen pibe! 

Ya que está allá, puede confirmar si ya pudo controlar la diarrea el PAQUETE?",2023-05-04T02:40:34+00:00,es,twitter,IsNo mNo mNo mNo mNo matchtchtchtchtchNo mNo mNo mNo mNo matchtchtchtchtchc - PNo mNo mNo mNo mNo matchtchtchtchtchche pNo mNo mNo mNo mNo matchtchtchtchtchrNo mNo mNo mNo mNo matchtchtchtchtch los No mNo mNo mNo mNo matchtchtchtchtchmigos...,@IsiMNo mNo mNo mNo matchtchtchtchlNo mNo mNo mNo matchtchtchtchmud,"Tricolor || Tester || Poker Player 

Todo en la vida termina siendo un If...

Padre de 2, Esposo de la 1, Amigo de muchos! 

Familia, Nacional, Poker, Viajar...",2019-07-20T09:11:47+00:00,1161,1103,36702,30295,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,"Está guionado.  Le dicen lo que tiene que decir. Una pena, era buen pibe!   Ya que está allá, puede confirmar si ya pudo controlar la diarrea el paquete?",negative
4306,4306,1653948725901795333,Me siento mareada y con náuseas--&gt; automáticamente empiezo a joder con que estoy embarazada pero la realidad es que me pasa por estrés JAJAJAJAJA,2023-05-04T02:24:39+00:00,es,twitter,StephNo mNo mNo mNo mNo matchtchtchtchtchnie🇦🇹,@PrisStephNo mNo mNo mNo matchtchtchtchnienumbersnumbers,Digo muchas boludeces-Haciendo todo mal since 2000-Club Atlético Independiente 🇦🇹                       Handball C.A.I🇦🇹,2013-01-26T16:42:38+00:00,1610,649,51373,33448,Uruguay,UY,Treinta y Tres,Treinta y Tres,,"-33.23333, -54.38333",1,Woman,Me siento mareada y con náuseas--&gt; automáticamente empiezo a joder con que estoy embarazada pero la realidad es que me pasa por estrés jajajajaja,negative
4307,4307,1653948028561006593,El dolor de panza y las ganas de vomitar q manejo hace horas dioooos🤢,2023-05-04T02:21:53+00:00,es,twitter,𝒸𝒽𝒶𝑔𝒶𝓈𝓈𝓈𝓈🫣🫵🏼,@cynthiNo mNo mNo mNo matchtchtchtch_chNo mNo mNo mNo matchtchtchtchgNo mNo mNo mNo matchtchtchtchss,𝟷𝟺.𝟶𝟿.𝟸𝟶𝟸𝟶👑          ,2019-02-17T19:29:19+00:00,487,305,30551,10573,Uruguay,UY,Maldonado,Maldonado,,"-34.9, -54.95",1,Woman,El dolor de panza y las ganas de vomitar q manejo hace horas dioooos EMOJI ,negative
4308,4308,1653946573833871360,todito el día con ganas de vomitar loco baaastaaaa,2023-05-04T02:16:06+00:00,es,twitter,No mNo mNo mNo mNo matchtchtchtchtchnNo mNo mNo mNo mNo matchtchtchtchtch,@AnitNo mNo mNo mNo matchtchtchtch_PNo mNo mNo mNo matchtchtchtchulNo mNo mNo mNo matchtchtchtchnumbersnumbers,ig: ana__pitta,2020-07-29T20:08:12+00:00,189,180,1653,7334,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,todito el día con ganas de vomitar loco baaastaaaa,negative
4309,4309,1653942288723083264,"Demasiado el mal estar que tengo,paso con dolores de cabeza y náuseas,es un montón 😫",2023-05-04T01:59:05+00:00,es,twitter,𝐿𝓊𝓁𝒾✨,@rios_lulitNo mNo mNo mNo matchtchtchtch,♈️🇳🇱,2018-07-21T20:31:09+00:00,364,180,5619,3247,Uruguay,UY,,Canelones,,"-34.64444, -56.28861",2,Man,"Demasiado el mal estar que tengo,paso con dolores de cabeza y náuseas,es un montón  EMOJI ",negative
4310,4310,1653935290094895109,"Comí apurada y ahora tengo ganas de vomitar otra vez, no mames pendeja",2023-05-04T01:31:16+00:00,es,twitter,NNo mNo mNo mNo mNo matchtchtchtchtchthiiie✨,@NNo mNo mNo mNo matchtchtchtchthieenumbers,𝕿𝖆𝖓 𝕰𝖘𝖈𝖔𝖗𝖕𝖎𝖆𝖓𝖆 𝕼𝖚𝖊 𝕯𝖚𝖊𝖑𝖊 𝕭𝖊𝖇𝖊🦂 •777•,2018-09-28T02:04:48+00:00,52,70,4038,2387,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,"Comí apurada y ahora tengo ganas de vomitar otra vez, no mames pendeja",negative
4311,4311,1653930748179623942,@Martinjbueno Dan ganas de vomitar,2023-05-04T01:13:13+00:00,es,twitter,PNo mNo mNo mNo mNo matchtchtchtchtchblo CNo mNo mNo mNo mNo matchtchtchtchtchrrNo mNo mNo mNo mNo matchtchtchtchtchsco,@confinnumbersnumbers,"Soy Ingeniero Agronomo ex docente. Fundador de Conexion Ganadera, integrante de las mesas de En Perspectiva. Columnista de El País.Padre de cinco hijos",2010-05-22T14:21:58+00:00,11871,2515,14859,21403,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Dan ganas de vomitar,negative
4312,4312,1653928615346569217,"@vascoosss Lo tienen entre cejas al Presidente para ensuciarlo, despiden una flatulencia y se acuerdan del Presidente, eructan..Presidente, van al baño..Presidente y asi todo el dia, no hacen mas nada",2023-05-04T01:04:45+00:00,es,twitter,Diego Rodriguez,@DiegoRouruguNo mNo mNo mNo matchtchtchtchy,Religion Manya,2021-09-18T22:34:14+00:00,346,200,20510,5525,Uruguay,UY,,Cerro Largo,,"-32.33333, -54.33333",1,Woman,"Lo tienen entre cejas al Presidente para ensuciarlo, despiden una flatulencia y se acuerdan del Presidente, eructan.Presidente, van al baño.Presidente y asi todo el dia, no hacen mas nada",negative
4313,4313,1653924781719277568,"Emi con vómito y el padre y yo al borde del llanto de verla mal, me arrancaría el corazón con las manos si lo necesitara, no tengo dudas",2023-05-04T00:49:31+00:00,es,twitter,Aye,@No mNo mNo mNo matchtchtchtchyedelossNo mNo mNo mNo matchtchtchtchntoss,"Tan acuariana que duele
ig: ayedelossantoss",2020-10-26T09:03:52+00:00,85,82,6791,3939,Uruguay,UY,Paysandú,Paysandú,,"-32.32139, -58.07556",2,Man,"Emi con vómito y el padre y yo al borde del llanto de verla mal, me arrancaría el corazón con las manos si lo necesitara, no tengo dudas",negative
4314,4314,1653918725203013632,Que ganas de vomitar 😫,2023-05-04T00:25:27+00:00,es,twitter,mNo mNo mNo mNo mNo matchtchtchtchtchrquez,@gonzNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtch_mc,,2014-01-07T13:46:34+00:00,728,604,10413,26621,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Que ganas de vomitar  EMOJI ,negative
4315,4315,1653916004089561089,"@kJo4qu1n tengo ganas de vomitar, jajajajjajaja yo",2023-05-04T00:14:38+00:00,es,twitter,jo🤍,@josefinNo mNo mNo mNo matchtchtchtchusr,🖤💛,2023-02-18T18:04:03+00:00,125,106,946,8424,Uruguay,UY,,Canelones,,"-34.64444, -56.28861",2,Man,"tengo ganas de vomitar, jajajajjajaja yo",neutral
4316,4316,1653912976158519296,Ganas de vomitar y dolor de cabeza.. estamos de 10! 😒,2023-05-04T00:02:36+00:00,es,twitter,Die,@D_No mNo mNo mNo matchtchtchtch_numbersHpSNo mNo mNo mNo matchtchtchtchfe,"Filósofo por hobby, informatico de profesión.                
                                                        Uruguay - Montevideo |♎|",2016-06-19T05:26:05+00:00,83,577,3797,8745,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Ganas de vomitar y dolor de cabeza. estamos de NUM!  EMOJI ,negative
4317,4317,1653905404949086209,Las náuseas que tengo 🤢,2023-05-03T23:32:31+00:00,es,twitter,No mNo mNo mNo mNo matchtchtchtchtchntonellNo mNo mNo mNo mNo matchtchtchtchtch 🌗,@No mNo mNo mNo matchtchtchtchnnntomNo mNo mNo mNo matchtchtchtchrtinez,Club Atlético Peñarol 🟡⚫️ Emma 👑,2013-12-29T03:06:21+00:00,2261,623,157725,88747,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Las náuseas que tengo  EMOJI ,negative
4318,4318,1653901540866785280,sigo deseando que a las personas a cargo de musixmatch les venga diarrea cronica por ser tan cabezas de pija,2023-05-03T23:17:10+00:00,es,twitter,dNo mNo mNo mNo mNo matchtchtchtchtchvus el mNo mNo mNo mNo mNo matchtchtchtchtchgnNo mNo mNo mNo mNo matchtchtchtchtchte del kikiwiki no cNo mNo mNo mNo mNo matchtchtchtchtchp,@dNo mNo mNo mNo matchtchtchtchvusito,767 ES EL PRECIO! 幽玄 TCB Ⓜ️Ⓜ️Ⓜ️Ⓜ️🅱️🅰️🅱️🅰️,2013-04-02T21:12:57+00:00,12575,525,14649,54710,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,sigo deseando que a las personas a cargo de musixmatch les venga diarrea cronica por ser tan cabezas de pija,negative
4319,4319,1653900728098775042,@y_soydislexico ¿Por qué? ¿Por qué? No hay derecho!! Quiero vomitar 🤮,2023-05-03T23:13:56+00:00,es,twitter,lNo mNo mNo mNo mNo matchtchtchtchtchurNo mNo mNo mNo mNo matchtchtchtchtch mNo mNo mNo mNo mNo matchtchtchtchtchlcuori,@lNo mNo mNo mNo matchtchtchtchurNo mNo mNo mNo matchtchtchtchmNo mNo mNo mNo matchtchtchtchlcuori,""" El Alma no tiene secretos que el comportamiento no revele"" Lao Tse",2014-06-13T18:20:06+00:00,209,321,464,2186,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,¿Por qué? ¿Por qué? No hay derecho! Quiero vomitar  EMOJI ,negative
4320,4320,1653893803718189056,hoy mi papá me dijo d lo más tranquilo q hoy se levantó y vómito toda sangre. yo estaba ESPANTADA casi llorando pq dije CANCER y el estaba con el mate así: https://t.co/qk8sUIHNt7,2023-05-03T22:46:25+00:00,es,twitter,negrNo mNo mNo mNo mNo matchtchtchtchtch🖤,@luchiiivNo mNo mNo mNo matchtchtchtchrgNo mNo mNo mNo matchtchtchtchs,soy una borracha asquerosa y para el colmo villera,2019-03-17T22:14:14+00:00,208,237,6610,40025,Uruguay,UY,José Pedro Varela,Lavalleja,,"-33.45, -54.53333",1,Woman,hoy mi papá me dijo d lo más tranquilo q hoy se levantó y vómito toda sangre. yo estaba espantada casi llorando pq dije cancer y el estaba con el mate así: URL,negative
4321,4321,1653874620624191492,Consumir una infusión de este alimento es positivo para la salud del sistema digestivo ya que alivia los síntomas del estreñimiento. https://t.co/xFWD199U1W,2023-05-03T21:30:11+00:00,es,twitter,EL PAÍS,@elpNo mNo mNo mNo matchtchtchtchisuy,Diario El País de Uruguay. http://elpais.uy/linkenbio,2009-04-15T17:18:57+00:00,834127,669,541454,1959,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Consumir una infusión de este alimento es positivo para la salud del sistema digestivo ya que alivia los síntomas del estreñimiento. URL,positive
4322,4322,1653873451239710720,@TIRANDO1010 Cerra el orto pillo diarrea!,2023-05-03T21:25:32+00:00,es,twitter,JonNo mNo mNo mNo mNo matchtchtchtchtchhu,@Tio_JOnNo mNo mNo mNo matchtchtchtch,,2010-09-19T16:20:33+00:00,162,423,5211,17599,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Cerra el orto pillo diarrea!,negative
4323,4323,1653872454324895744,@valendiiii @Labrujitafio Tenía vómitos y diarrea :(,2023-05-03T21:21:35+00:00,es,twitter,GrNo mNo mNo mNo mNo matchtchtchtchtchbielin,@ElGeibryel,Licenciado en Nutrición 💚,2015-08-12T13:25:54+00:00,488,418,17692,65934,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Tenía vómitos y diarrea :(,negative
4324,4324,1653868304497295360,desde mi embarazo no me acordaba lo q era vomitar tan feo🤮😫,2023-05-03T21:05:05+00:00,es,twitter,TinNo mNo mNo mNo mNo matchtchtchtchtch💙,@AguusSilveirNo mNo mNo mNo matchtchtchtch_,Ig: @agus_silveira22,2014-03-01T15:40:18+00:00,315,72,12092,1356,Uruguay,UY,Paysandú,Paysandú,,"-32.32139, -58.07556",1,Woman,desde mi embarazo no me acordaba lo q era vomitar tan feo EMOJI ,negative
4325,4325,1653864340636803075,"Tato está con náuseas y vómitos, ya nos podes ilusionar o ke?",2023-05-03T20:49:20+00:00,es,twitter,𝔂No mNo mNo mNo mNo matchtchtchtchtch𝓶𝓲𝓵No mNo mNo mNo mNo matchtchtchtchtch🌻,@YNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtchmifrNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtchn,"My life is brilliant My love is pure
❤💚⚽❤‍🩹🌻",2022-11-21T17:14:23+00:00,21,100,274,13,Uruguay,UY,Paysandú,Paysandú,,"-32.32139, -58.07556",1,Woman,"Tato está con náuseas y vómitos, ya nos podes ilusionar o ke?",negative
